tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,18.958420172267093,19.242490491581147,64,64
1,0,64,64,128,8,8,7,22.305285584403993,22.863370522909946,64,64
2,0,128,64,192,8,8,7,27.8615377350442,28.001494198554255,64,64
3,0,192,64,256,8,8,7,25.28388127315923,25.468771445985787,64,64
4,64,0,128,64,8,8,7,13.161454454530727,13.265278977067743,64,64
5,64,64,128,128,8,8,7,18.06088579573917,18.733815960393116,64,64
6,64,128,128,192,8,8,7,33.932823623093064,38.98921497628684,64,64
7,64,192,128,256,8,8,7,35.68538443045216,38.20871873528671,64,64
8,128,0,192,64,8,8,7,13.871704067710063,15.041472889950644,64,64
9,128,64,192,128,8,8,7,13.37866035205584,15.944138591447905,64,64
10,128,128,192,192,8,8,7,16.489397944692307,17.856845118850636,64,64
11,128,192,192,256,8,8,7,19.409190956530704,20.88552401952572,64,64
12,192,0,256,64,8,8,7,21.65045944456049,22.23985558344729,64,64
13,192,64,256,128,8,8,7,19.32451679663187,19.567458790278373,64,64
14,192,128,256,192,8,8,7,16.402061237964045,16.84799302129197,64,64
15,192,192,256,256,8,8,7,22.33212940079504,23.931655150026923,64,64
