tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,19.764077168120473,22.86148989543768,64,64
1,0,64,64,128,8,8,7,30.56830755839545,35.15987840569637,64,64
2,0,128,64,192,8,8,7,19.41404423452632,19.646770539049825,64,64
3,0,192,64,256,8,8,7,20.709428380593565,24.010305995120127,64,64
4,64,0,128,64,8,8,7,18.840279067722754,20.083344974466776,64,64
5,64,64,128,128,8,8,7,20.186698933684184,20.468235425563318,64,64
6,64,128,128,192,8,8,7,18.38203781616499,20.516900981994407,64,64
7,64,192,128,256,8,8,7,18.774901697373345,20.515296386652153,64,64
8,128,0,192,64,8,8,7,23.389560342603602,24.371328891660895,64,64
9,128,64,192,128,8,8,7,26.132925841173964,27.968260875588328,64,64
10,128,128,192,192,8,8,7,23.15794869202394,25.918503089904622,64,64
11,128,192,192,256,8,8,7,24.533386526473432,26.36302118574114,64,64
12,192,0,256,64,8,8,7,23.08632063167742,23.570245299597875,64,64
13,192,64,256,128,8,8,7,28.072485362516396,28.540792861231196,64,64
14,192,128,256,192,8,8,7,23.828795598109966,25.30591814195608,64,64
15,192,192,256,256,8,8,7,24.668764394178506,24.84354643595897,64,64
