tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,14.28747400152891,14.67476671760937,64,64
1,0,64,64,128,8,8,7,16.468410228908173,16.924632019132133,64,64
2,0,128,64,192,8,8,7,21.955209271855736,23.09646456517894,64,64
3,0,192,64,256,8,8,7,23.375600098297383,24.145856451644573,64,64
4,64,0,128,64,8,8,7,18.785771835816284,18.945918908847993,64,64
5,64,64,128,128,8,8,7,18.577611635875932,19.30217855018406,64,64
6,64,128,128,192,8,8,7,22.15650729592714,22.178017758826837,64,64
7,64,192,128,256,8,8,7,24.292033646979068,26.08242679250634,64,64
8,128,0,192,64,8,8,7,17.457697584735328,17.7009288082848,64,64
9,128,64,192,128,8,8,7,18.930542497168695,19.158130785680118,64,64
10,128,128,192,192,8,8,7,20.170543238746575,20.717317184442393,64,64
11,128,192,192,256,8,8,7,25.815878802837453,26.696614134653593,64,64
12,192,0,256,64,8,8,7,21.183159346762544,21.2530270113609,64,64
13,192,64,256,128,8,8,7,28.556466292641378,29.21183034260515,64,64
14,192,128,256,192,8,8,7,26.684427163739088,28.09996033348356,64,64
15,192,192,256,256,8,8,7,26.190213893192073,27.051301078337843,64,64
