tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,18.793949532396507,19.370046120005426,64,64
1,0,64,64,128,8,8,7,16.177514007265053,17.34859421289473,64,64
2,0,128,64,192,8,8,7,12.783807817620328,13.247143861860842,64,64
3,0,192,64,256,8,8,7,15.871194408693084,15.914810536465673,64,64
4,64,0,128,64,8,8,7,18.041068970598143,18.21402009272969,64,64
5,64,64,128,128,8,8,7,13.986577811566157,13.84837064286678,64,64
6,64,128,128,192,8,8,7,12.349630225898093,12.6512433790385,64,64
7,64,192,128,256,8,8,7,14.080907143551698,13.8245448359913,64,64
8,128,0,192,64,8,8,7,15.13788858966807,14.99133596220706,64,64
9,128,64,192,128,8,8,7,14.798898249347445,15.210500352039034,64,64
10,128,128,192,192,8,8,7,11.893885988292055,11.851980375008953,64,64
11,128,192,192,256,8,8,7,13.775510303202015,13.943576746048736,64,64
12,192,0,256,64,8,8,7,14.98840621931651,15.322260553556657,64,64
13,192,64,256,128,8,8,7,15.32366617347883,15.251544059982274,64,64
14,192,128,256,192,8,8,7,12.632528655536042,13.333102920898849,64,64
15,192,192,256,256,8,8,7,14.29034675619872,14.510497667342097,64,64
