tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,20.290528650688987,21.139044354378353,64,64
1,0,64,64,128,8,8,7,20.252617297469328,20.551537514058403,64,64
2,0,128,64,192,8,8,7,19.2590581301519,19.896932560885748,64,64
3,0,192,64,256,8,8,7,20.87701016774787,21.084082910779003,64,64
4,64,0,128,64,8,8,7,15.13609632239514,15.062868127015301,64,64
5,64,64,128,128,8,8,7,18.256472393393864,18.758771067991407,64,64
6,64,128,128,192,8,8,7,13.026430962527805,14.194777594434862,64,64
7,64,192,128,256,8,8,7,20.49284981094921,20.783713687801956,64,64
8,128,0,192,64,8,8,7,20.713152640675258,21.31147158987173,64,64
9,128,64,192,128,8,8,7,21.62258804624876,21.509870177673175,64,64
10,128,128,192,192,8,8,7,23.447568111166266,24.487445092448784,64,64
11,128,192,192,256,8,8,7,20.022745326785113,20.21110959499566,64,64
12,192,0,256,64,8,8,7,23.47886979550072,24.06056606240492,64,64
13,192,64,256,128,8,8,7,20.032700821308616,21.157221495620266,64,64
14,192,128,256,192,8,8,7,18.3238811613402,19.339994558588177,64,64
15,192,192,256,256,8,8,7,20.453187575702646,20.50083392799431,64,64
