tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,20.447683645310065,22.6368083050477,64,64
1,0,64,64,128,8,8,7,15.978662762742971,20.575936932738053,64,64
2,0,128,64,192,8,8,7,20.24515344174622,20.531419767706986,64,64
3,0,192,64,256,8,8,7,17.939833258082924,22.266170640936455,64,64
4,64,0,128,64,8,8,7,16.69049948859872,17.6538673280007,64,64
5,64,64,128,128,8,8,7,15.464789808948428,17.13903887413887,64,64
6,64,128,128,192,8,8,7,13.104712321699159,13.689380803914473,64,64
7,64,192,128,256,8,8,7,22.378113763182434,23.907984888302472,64,64
8,128,0,192,64,8,8,7,16.38066224188811,16.704639978045602,64,64
9,128,64,192,128,8,8,7,12.570465012044476,12.749061105203673,64,64
10,128,128,192,192,8,8,7,19.439005124543808,19.483924570996056,64,64
11,128,192,192,256,8,8,7,21.747947073579855,21.911844177417453,64,64
12,192,0,256,64,8,8,7,19.883124838353034,21.547110852866215,64,64
13,192,64,256,128,8,8,7,20.261112154422758,20.32949692833793,64,64
14,192,128,256,192,8,8,7,22.600785002263063,22.694800022447428,64,64
15,192,192,256,256,8,8,7,22.544246100407626,22.90042824593187,64,64
