tile_idx,y0,x0,y1,x1,k_budget,n_gaussians,iters_run,init_psnr,final_psnr,tile_h,tile_w
0,0,0,64,64,8,8,7,13.867981641236266,15.229390952655672,64,64
1,0,64,64,128,8,8,7,14.00944423320497,15.934270210331864,64,64
2,0,128,64,192,8,8,7,15.811774518353513,16.7122375538639,64,64
3,0,192,64,256,8,8,7,21.085204040723873,21.55858056855605,64,64
4,64,0,128,64,8,8,7,16.52834846018849,17.579959277659245,64,64
5,64,64,128,128,8,8,7,19.45814194539025,20.29721981792794,64,64
6,64,128,128,192,8,8,7,16.453294825768726,17.289090572427874,64,64
7,64,192,128,256,8,8,7,15.810071644785307,16.14678195123099,64,64
8,128,0,192,64,8,8,7,16.70498261213513,17.165104407010897,64,64
9,128,64,192,128,8,8,7,21.575621428546295,21.834574537589084,64,64
10,128,128,192,192,8,8,7,20.94972006012419,21.158854029297146,64,64
11,128,192,192,256,8,8,7,21.782572055545337,23.714296316156364,64,64
12,192,0,256,64,8,8,7,17.281618047211328,17.670822720436764,64,64
13,192,64,256,128,8,8,7,17.48150156068021,18.484013529547294,64,64
14,192,128,256,192,8,8,7,19.50822570738303,19.507146533930722,64,64
15,192,192,256,256,8,8,7,18.474368739963452,20.497851450698196,64,64
