image,method,mse,rmse,psnr,ssim,dssim,lpips,n_gaussians,bits_per_pixel,compression_ratio,storage_mb,original_bits,compressed_bits,quantization,bits_per_gaussian,fit_time,render_time,total_time,converged,n_iter
kodim01.png,EM,0.004956903401762247,0.07040528208017349,23.047895792115902,0.533543050289154,0.46645694971084595,0.491714745759964,5000,21.97265625,1.0922666666666667,0.171661376953125,1572864,1440000,fp32,288,6629.551776885986,10.920647382736206,6640.501586198807,True,43
kodim02.png,EM,0.0009675962501205504,0.031106209382414818,30.143057842967703,0.8074962496757507,0.19250375032424927,0.2516476809978485,5000,21.97265625,1.0922666666666667,0.171661376953125,1572864,1440000,fp32,288,5506.723286151886,10.628237009048462,5517.400395154953,True,40
